x,y
482.19195566010717,660.3839581083114
468.6629225256314,624.3134788910738
470.04779517251234,642.4301888250767
491.50541118061034,659.1726383078825
460.9308188820893,657.8558946215494
448.02460633446043,704.7533560122005
442.91938444562186,711.2474694721006
484.0929071075982,624.2321282327633
472.0742616343836,651.4106876762984
463.0740228114689,679.5481685487302
437.28980242880243,697.5029357506037
462.367425075925,635.7026531348458
455.19701950602513,660.837442897285
510.63845068273434,624.5430048125385
449.00358798632465,639.974983377257
500.3296003401515,684.8678475782754
467.1542700142442,621.2734173274305
512.8503206385832,660.7272133023005
448.6983996600163,655.4070096333799
448.997190374776,644.7248293874525
530.610735918111,696.2955936168274
484.18742269552706,622.7174948048049
506.88974289315274,701.483636117189
486.2476324143133,643.6461171707477
492.6123699357293,685.0753741677095
471.82910823990034,661.0667994301367
503.0738324161242,698.0331654699863
476.39133353305203,690.3619658553482
475.1986404092052,659.8029283731648
493.12053793204245,653.0235893755229
514.1055674794072,605.2549460366348
503.17667607465205,668.7213840389744
520.8259510872635,642.8701214837682
507.87292717618834,638.9034201732392
453.6537798097667,679.7334652806852
521.9945660665181,598.1893001216768
476.4368700424283,684.8981811928422
460.4060720601328,681.4520109368891
459.5321189575757,617.9869827265267
471.7240242553558,636.9269949930255
495.60632881616414,632.8745276212405
513.8249007027728,653.6256994216176
517.0175361685506,678.0512710109795
465.862050708867,625.140387393637
513.1514937508499,626.1514549896988
512.1762166120407,591.0181957230569
480.85560756938884,604.5713058111536
456.5562266686943,653.5744401455713
479.5167012155249,657.8533221377483
449.04243103605927,662.2259699182359
451.06662819354625,606.5877056409504
469.3423885718277,618.1928545587353
446.99077637598106,659.830894924314
522.121158893676,660.0129965253734
477.84531591083163,669.0496304334714
474.29696140705323,601.7389184580525
455.21641502550324,599.7482195135294
466.9687259548702,677.4686674042362
468.3720740247503,605.625360098915
451.0694911744687,658.7758212514296
466.3903554118125,669.1567647230419
454.69732011736954,642.5999110304132
426.80572120826577,668.1449664845029
437.1573413803406,668.9837021740661
500.89888119354623,630.7326522089414
485.4402908898895,616.6232894925446
455.3615412589942,617.2454593796595
500.06709320229663,615.0186919610225
457.9044711125393,633.084164011901
493.14776067380944,679.2660232979102
477.0036719973477,642.117253994618
422.87528378698795,653.0439258985589
457.27199707553825,640.2395101776021
484.675063081251,685.1289065594901
456.1013045131461,612.3041275228759
413.9859117515399,675.634224939882
484.0780674554669,631.7729536903611
423.0016138476986,634.2552174416197
489.68872016941515,675.4377143464833
436.9676756984671,644.0623362351793
438.8360063951492,655.3944818675243
426.6935629216143,634.7283167840054
453.40666270478084,610.6088544006959
488.31709458220985,626.0017933246866
449.45647123955985,613.256988798758
451.2228937661286,638.1144857246485
503.46501050960194,693.9321136025976
454.91859159705166,665.3081183603479
458.44452818660136,685.5620552969916
482.7425918486882,620.6983816955966
423.9500073599378,660.8372114243489
440.6929009826173,645.5264976313324
421.1333126070769,646.1003119926829
432.0769715927578,693.4179942949113
458.31924013966506,629.277947169139
466.6220650162476,668.4224752252562
485.8034170462165,692.3893584597055
495.3491984912029,691.598414466355
442.49432995999575,633.8675655595556
477.56324618176643,633.5695182017676
493.1860600831059,669.002636403975
433.06448558807057,684.5126713084221
462.95698214157903,702.7256884359725
433.6957922013792,688.1514599056069
496.19131996719256,655.1611631951506
478.96141353083385,705.0629167691698
503.8854577528465,649.5691254437476
441.80987135322465,621.768324650052
490.1649282000693,629.9749409640282
446.1832262542437,630.8767544245117
507.36726322343077,681.2252890703967
483.6920281582104,659.8779092635044
431.0814518859824,694.4270010296226
479.2715614640994,634.5783181682656
472.74003274264254,652.2631853089688
440.25559764313124,643.5204846652188
444.3969198407632,623.4896672335258
491.5236640921694,601.8577527558114
520.5610212286523,688.9744821931833
502.1669153006516,646.0603690297555
468.26407389270736,633.2577069277709
500.88477809107656,629.4276406062894
487.88968222537244,632.5608267590975
505.71551154838534,634.6518289605924
465.36068212846953,618.2383718246862
525.50291298845,619.7701800066492
448.9960550384419,627.4278080699937
443.0113293886201,646.1793944016221
505.87554189294775,641.0606909981399
456.5495336723471,644.3519611944439
497.97712574366705,647.4344060385599
492.9613771295767,612.853962832064
501.241950817693,659.6649265809772
483.551251483682,602.1525974379038
478.688047826091,601.3256385501429
510.7481812752038,610.7892578958214
515.9051539675881,638.3211146297466
455.9535144165413,643.6971519895038
491.50547223371154,650.6254216547587
526.0414956186007,637.6840980068907
529.994371449429,627.8423264144109
466.31273539352884,639.9836590354357
465.4048344416343,594.9564980121094
471.9024807638489,598.7931840110382
505.7928826347191,646.3167797975907
471.51988616923984,612.5255366738144
477.326591061424,605.9293186536707
440.9402024030021,646.3917689000959
452.5406724657758,637.6519768225266
493.2722474995382,595.7782175349848
449.2228815925199,636.5117516864746
488.7368478710865,607.1900424306414
477.13590288850395,592.3661309232158
475.9684262598912,635.0082536761762
496.5210599016038,601.2372657059373
498.1022262403912,654.0962770325966
423.92434920586214,638.6687214989018
485.5186128548836,670.9730662087004
503.04489236894756,654.4194557692524
487.8375815601137,671.652305884084
495.05058118992906,640.7484516935481
488.7551344771408,674.7261756152435
476.2686200176954,664.5953232030519
444.3359863760151,654.8908985095821
456.27785155013447,682.861691297253
431.0244437854916,658.7071348156207
453.9281957525566,667.7584835473166
431.2429764674435,623.834027477031
506.42791623254533,683.6310050105383
475.375745969371,673.5307459390251
445.6404952679915,638.5503012884265
496.0683859145392,691.5757300410112
452.80188672551424,629.7054969681823
434.8118588511598,674.8386771859873
480.23259280689666,696.9739184642835
480.2920658581586,668.4117650323914
480.95008959885627,618.8842609018257
459.9554179900503,646.5380029781836
479.29851981874106,632.9370789245415
436.8883160538852,681.1891717177206
482.61527066217775,681.0706527683667
428.9610312893328,670.6708174792061
456.18449467052403,688.5486200239793
440.6437915060685,647.1449153705269
506.5436436602911,628.4898280101827
461.5911218653241,623.2670457697194
432.50539750791563,653.6864508002147
498.54783379850403,682.8621797710532
481.5915558335228,680.2208791745645
509.00857324270834,670.546451401036
445.90390621673123,629.6293661813642
441.37171886597537,616.8821305760964
509.95538634895195,667.9665570458448
436.3665470834106,633.7045256706165
493.95267292263696,677.555481049442
484.49654952453193,663.5991049281477
486.1649487586651,615.6890987338105
443.2692900361312,628.4113462674028
456.69309756564314,668.6542096441302
437.41157642601564,677.2002951221209
463.41705929909017,660.5294243147306
498.13137572680495,614.0913116075482
473.1479486854989,618.5962433523439
436.2491022622054,656.8286138815769
453.94517627722803,664.7695063831318
452.7283143624336,624.4193086844701
435.6042885937064,651.131776722554
459.47026404048864,638.4086385621936
520.8968995799711,628.8840858298573
508.34751235457946,672.0977143293449
509.35215338191796,634.0702420155602
460.9477537634934,585.1464580067935
488.98131065735737,584.9621877122694
460.9536131246725,634.645656508669
446.02360583726244,586.4185324817497
513.8145591126547,611.2622377475383
465.59127405904695,636.5190940362171
480.68368756263567,611.3832493052653
482.3875799364837,623.3340758586297
517.1265192891356,580.2377275740614
458.5756730190438,661.0081874451241
446.74713914897285,602.2082636940751
506.4631109767476,590.7405677558382
482.65506787655147,656.9305525233059
433.7722762641789,654.907058062583
495.47940856515186,621.5293795307457
430.0147969525263,644.7450494856371
477.814135747198,646.5062054890751
512.6521710094556,642.8193641762786
437.06239239341994,665.086671693478
490.45831459377445,627.4927449228627
