x,y
199.34006631954935,634.1096354165534
137.15310991354755,671.9510703763757
109.10794478998011,601.5585624250144
169.26120692583436,676.3193983518654
143.28470330022736,678.4942605147364
152.31391784862123,638.6268972614537
147.88337189475658,651.9359575459014
151.44038162675065,658.6690775790313
138.87547478508444,660.4163484902684
178.50410193001892,596.4944933973582
177.81626729481923,650.7588456342509
141.43059420384716,588.0885218693197
157.73939985973442,639.0909606391673
132.76990608072254,622.9495693065136
193.1913404591976,600.5155496784867
139.85659174639812,672.3395090762967
159.66310543554113,653.2507363611111
89.82755005941478,595.2340226310087
115.6094050328671,588.627014170906
158.00891780154552,654.04178161248
177.1320701132738,650.9054513141477
179.9541121380804,611.430333064052
141.06015009879548,611.4873084398342
180.07457829455444,604.2066281099451
178.41743526832101,585.1179385279286
145.76956919441616,586.9297639476829
133.48731874454523,663.5578629499453
162.55809585219535,616.4129920098535
175.67680303743765,667.862037304076
95.63487536836956,660.8876388466582
151.15396144428954,626.5320170862752
109.72323289160833,608.5582518017206
181.63100368417955,622.1435915302966
128.0782731182568,659.0597139719116
119.99755485493439,608.0373634473767
154.92820058649136,629.1391899721525
94.84091299103707,644.8030194300692
99.21326613630802,573.2088775758592
167.65778715968452,656.4413913485225
123.68639359125969,578.764953085541
174.750767569247,614.9683746028684
144.53534385250654,664.0088765804633
166.17127836189047,577.8066670025787
174.9011252799031,591.8534092295802
78.93944840379119,655.3490177377251
81.50959627156061,637.236439871915
82.11069498512401,645.3398839027188
170.40218364206874,643.2758266285466
141.23393730096228,646.043401322981
111.22377246520989,560.5006924969265
157.54521442282606,551.0913361412463
175.40497678440192,570.0223832861307
93.70441351501435,599.7599754877085
142.58509466217436,612.7082214765318
105.64437751818923,586.7787965693217
83.11104272051278,620.3466216334232
84.27485022924222,562.2801806411226
148.67782503673462,600.7766669787485
88.32388594443886,558.6932113701748
115.31740873453569,621.4467494079568
122.60296978823094,640.441125912877
99.3224423857514,599.109985862393
96.16378143345436,633.7665400485928
159.90818239341132,591.1096638099923
120.75742652230406,607.9234103575076
100.14847301373516,624.7259472093697
138.37533471114617,585.051032471095
146.30824650533825,579.6958258199253
132.2104431773612,638.1039254587979
158.8719478694211,564.1281085164148
120.32282279412267,544.018853011264
176.41994908987073,580.1859869493077
123.5897962089535,551.9762369917626
90.71072021483502,563.3041551169024
133.27747527554916,580.4950160533109
100.90815582406967,585.3323269474924
170.258272088718,571.0002334288953
138.1521927020562,589.6879363980238
111.48548231099242,629.2136675996666
154.83235355671422,575.6913454737806
159.19269468263388,555.8897464497219
137.31942518142625,573.056702812372
110.89634074064097,612.2957500023007
131.3945118400556,550.3848590346317
169.80916982924384,602.2800142145545
161.8236176266035,547.4071156613226
194.4017537186035,601.1593302208148
191.3969766571342,587.0902277370177
189.70842795047506,611.6194169591593
108.17728862511078,623.0495571782762
193.52491184057462,635.6448993834697
148.77597832192646,590.1192645275082
194.96953217827806,586.613901236442
136.55610607926945,549.7625011008382
147.6662176857932,640.8276220337184
191.14111787248294,598.9197107852567
101.03282143776809,601.5055534199174
169.27453813409275,598.419178864188
193.34753410623,574.9767444286709
173.59061371611114,584.4755125406496
190.6361764439671,640.8176137581597
120.08237131185362,560.37738965643
176.68764403550398,584.3070113656171
163.79440677197329,591.836257251227
183.87754620426264,600.9810915231168
129.88047262798136,571.6295851598995
187.27117702043353,577.3634718953932
99.76539104723108,588.1350699629693
116.6875537247959,620.9747383619875
124.03830148143018,585.1076990183519
114.64388096046399,612.1973838494869
105.28316158708739,615.8554469460098
152.08429097666718,627.0915840437876
188.43763736778655,604.9070893428793
93.20311294620261,657.2666918532881
133.36121270853457,590.1198392177242
171.63647806847888,592.2418614686823
155.96760672329086,649.7251745126584
183.7216079891812,577.2838612586007
179.79210031579953,604.0467176940937
146.79703045487418,653.9991827053481
128.58359536704964,632.8676582689023
109.07763800434205,599.070544623179
142.39550037901034,596.0551022762326
166.8867901514817,587.6722905047887
111.76884586101089,576.2219873057833
179.24978428783368,573.3160635444375
169.70433104552637,601.7369951383797
119.44574779923121,665.7902590836552
143.12102780108705,618.3686789998769
113.40685561996062,630.7712237433554
113.04164639079794,582.0835463463497
145.6491684215045,639.7402129506842
175.90143453011024,673.4087587111046
155.3752194205049,651.1203833329289
118.72977033973305,605.4350666611278
119.91411853554226,627.9509716661569
103.53576111698108,598.8079695080737
117.49509362427298,662.0087730106839
171.5566253771065,664.95421359659
123.10241441924126,668.4355818272095
82.45073640253811,613.7390056450702
83.24224466914367,600.3672090520544
141.91202036681563,619.9297470555908
120.39714859172872,636.3837435696377
119.40682131546629,591.8104387135035
159.97597886016047,605.1160079692172
107.26167056295446,602.8421991715534
145.56834754405708,615.525382205213
120.43706577370334,576.3693704313839
82.02312058522068,604.2446019054444
128.11072519096336,638.3182564969413
153.83331780630687,612.6466782990548
105.68056584994541,632.058718075127
147.93347484379456,662.9602260584619
156.35679371161783,660.9487436262923
141.3547938206971,602.2356257649197
118.58292577469985,641.7379182219056
103.88192439847072,606.8597184058359
139.5610639636945,584.347938189707
91.11489375223752,647.6046602403912
94.84824295246153,609.3128439375167
150.50196662756096,558.0296139357725
114.95459666161872,578.6732140577428
117.76462270596329,589.679801725497
107.06030409684689,550.8892521819445
99.96509381317537,576.2440132045928
81.68025616612931,582.9030986747717
134.63409787403248,598.4960386870039
84.28279027092103,626.5249740192785
149.72653667069727,639.2260715867435
157.46818880714616,593.7700744870618
107.0639780064664,641.9177251364204
83.39553680935308,622.4852284823888
113.2683946823719,590.7657812185698
130.72677045994902,634.462291655049
137.0129179671909,577.4020496301601
138.4368242040014,588.3647573085923
111.11776311528794,599.9580703469355
166.752712885272,597.2661753902026
201.68966052540998,562.7946171645932
173.54234782111294,596.9207672646846
181.94530568928818,626.7002419840815
200.11126802253006,580.4526946575731
196.0046269243336,548.383566978883
166.01704922541768,561.2794135823232
150.2473813271548,585.5918336692749
167.94132631945854,590.8529440621046
181.19600971499327,591.371674881488
125.00521533572167,569.5382292573717
107.43740402865267,563.140114627029
151.96675000067717,598.8555417619226
167.65938220640686,606.1985846673044
201.16769786341075,612.0069520754366
176.025978396088,594.9889240955723
191.28134428873147,641.9844951158833
138.49499708635972,548.6209151061839
172.03955836915446,564.5862698496495
217.80323823195013,595.9948072600896
192.17995730014536,605.1587130158455
194.86794042121852,600.9073002502333
145.71388051019233,600.2292502470041
182.33988155489203,561.2445836782543
170.6059987547984,612.1389180863782
191.60692490133937,598.5372253780746
191.94687301250207,568.3264032768772
154.57622446924253,567.4170594114245
175.5598620195587,568.8545388687081
133.59767664094488,594.0076269612798
127.57547895702777,664.9555138485696
220.84546739247764,639.0907197632026
171.67995419747203,632.2577292967087
195.3744307240291,586.7804727251413
187.84971599304396,655.1890402226007
194.04538765641183,635.2762721562381
216.4053781858427,586.268117091288
153.99753965316353,577.7234862472694
171.22389467592387,664.2200753865873
222.49229329759888,634.2312790645817
144.28717578888688,656.7376361138852
215.5985554972135,583.1174947136859
131.39506880319064,611.1235203218731
195.1347375594058,659.6344004782204
207.92332768053922,637.8806848643203
155.12274628605576,626.3582659428278
116.56348053066756,590.6256478722852
179.89977028586117,619.3612270116283
157.03126739446864,629.2766316258376
161.51847973985716,575.3703917510064
140.59307627174377,580.9695596651752
174.24638496390153,628.696278361532
133.1199346012816,645.8614946270824
200.14787003801533,606.9058070886882
159.13626953309222,579.3603667605636
161.19509720070636,603.1908203786
183.21537053232606,668.3998264011695
112.1524611696999,644.810473528613
125.20437718197368,615.9038732961917
190.80663935461092,628.8113546591744
199.15033542757413,614.0181205461661
122.48966934873998,671.1921762807051
148.63675999154782,639.6742272847752
171.0967861580201,585.2822038910056
137.4793755651761,619.0561751438066
182.52960164497327,574.555383470354
117.59147475500662,606.6550165986592
118.92444153390815,628.5405571486987
184.87602481148545,580.1931551932539
157.17571611278203,623.71810902328
185.45408044252872,668.6795541745148
192.46964017888854,571.3036316483114
111.95727136098542,645.0267740286827
163.25137742195682,615.3838892790078
130.93173241164098,616.7234964559301
194.61811246800636,611.58746650843
177.40626789265576,645.9353540298828
167.86342082912876,593.5105619401323
168.26092932310723,610.8209101528362
82.72896755980325,638.9369326745831
171.57430743034115,603.5246176580686
96.13778473691696,633.0087494048807
178.05419341836492,606.5963986996102
114.91970967869779,616.6865856597066
154.93002979595644,646.2545973163644
82.00251655565599,587.2802699219103
128.35197212516334,608.2096678519507
167.01722981977954,622.3711920534345
181.94546139541725,638.6977808894493
178.31663126321826,553.188425131172
125.93651589950613,578.3692836514788
159.59217910188536,573.4827836723252
168.58448780729228,567.2889264416708
140.9174507941486,609.9126685956909
186.43919394964104,599.5599179242506
154.90271096287455,581.3684435962595
161.06845771233287,595.3250406321765
128.99912329287963,546.2971832723215
187.37513709044896,565.3696032224436
187.95725376720264,589.0377117726265
163.15473809198966,603.47726041636
96.38223906056807,581.8218677574735
110.61448560917673,589.5730896447977
179.32636765779006,595.7166694592895
157.89450004586354,595.9999093266449
142.39164760711535,617.4976230006482
128.22888115083228,624.019270194059
151.04357504538962,628.1370307861616
